Telecom Circle name,srcYear,srcMonth,Service provider,Wireless subscribers,Proportion of VLR on a peak day,Wireline subscribers,srcStateName
West Bengal,2013,May-2013,Aircel,21018.869847248,0.44118752494,,Sikkim
West Bengal,2013,May-2013,BSNL,19937.328441614,0.3864609488,3549.392350412,Sikkim
West Bengal,2013,May-2013,Bharti,61894.626024918,0.6455353691,,Sikkim
West Bengal,2013,May-2013,Idea,18809.027908168,0.60000709294,,Sikkim
West Bengal,2013,May-2013,Loop,0,,,Sikkim
West Bengal,2013,May-2013,MTNL,0,,,Sikkim
West Bengal,2013,May-2013,Quadrant (HFCL),0,,,Sikkim
West Bengal,2013,May-2013,Reliance,48517.637626234,0.62191095836,13.5658381,Sikkim
West Bengal,2013,May-2013,Sistema,12508.754907838,0.40889421278,,Sikkim
West Bengal,2013,May-2013,Tata,12750.855486808,0.39294608116,25.020699442,Sikkim
West Bengal,2013,May-2013,Unitech,0,,,Sikkim
West Bengal,2013,May-2013,Videocon,0,,,Sikkim
West Bengal,2013,May-2013,Vodafone,78302.996900536,0.65036613096,,Sikkim
Tamil Nadu,2013,May-2013,Aircel,21173524.9533636,59.51062342662,,Tamil Nadu
Tamil Nadu,2013,May-2013,BSNL,9419059.15929795,47.83262200098,2335691.70382603,Tamil Nadu
Tamil Nadu,2013,May-2013,Bharti,13310908.4478795,92.16577556128,478647.659948031,Tamil Nadu
Tamil Nadu,2013,May-2013,Idea,2272601.98922174,77.01779559755,,Tamil Nadu
Tamil Nadu,2013,May-2013,Loop,0,,,Tamil Nadu
Tamil Nadu,2013,May-2013,MTNL,0,,,Tamil Nadu
Tamil Nadu,2013,May-2013,Quadrant (HFCL),0,,,Tamil Nadu
Tamil Nadu,2013,May-2013,Reliance,6603389.80091708,85.21598851757,144971.378135687,Tamil Nadu
Tamil Nadu,2013,May-2013,Sistema,1146889.83563418,53.59298297356,,Tamil Nadu
Tamil Nadu,2013,May-2013,Tata,5164343.50032377,60.49362017962,71959.294306612,Tamil Nadu
Tamil Nadu,2013,May-2013,Unitech,0,,,Tamil Nadu
Tamil Nadu,2013,May-2013,Videocon,0,,,Tamil Nadu
Tamil Nadu,2013,May-2013,Vodafone,12151983.7829983,93.45350130771,3037.45996677,Tamil Nadu
Telangana,2013,May-2013,Aircel,759261.947297906,49.85,,Telangana
Telangana,2013,May-2013,BSNL,3894675.03350041,70.16,750055.875235811,Telangana
Telangana,2013,May-2013,Bharti,7575580.89384359,96.94,52127.5983275963,Telangana
Telangana,2013,May-2013,Idea,4687024.62599664,97.02,,Telangana
Telangana,2013,May-2013,Loop,0,,,Telangana
Telangana,2013,May-2013,MTNL,0,,,Telangana
Telangana,2013,May-2013,Quadrant (HFCL),0,,,Telangana
Telangana,2013,May-2013,Reliance,2922480.71581936,82.22,36930.2336045459,Telangana
Telangana,2013,May-2013,Sistema,0,,,Telangana
Telangana,2013,May-2013,Tata,2681644.1595581,71.6,68177.0782394917,Telangana
Telangana,2013,May-2013,Unitech,1730520.96613156,58.3,,Telangana
Telangana,2013,May-2013,Videocon,0,,,Telangana
Telangana,2013,May-2013,Vodafone,2428221.21221459,89.92,2408.60145656973,Telangana
North East,2013,May-2013,Aircel,183459.275273078,5.7389667335,,Tripura
North East,2013,May-2013,BSNL,141722.298576306,4.0694491383,13474.612298644,Tripura
North East,2013,May-2013,Bharti,222951.392926458,7.7937576199,,Tripura
North East,2013,May-2013,Idea,24752.123388951,6.44610375339,,Tripura
North East,2013,May-2013,Loop,0,,,Tripura
North East,2013,May-2013,MTNL,0,,,Tripura
North East,2013,May-2013,Quadrant (HFCL),0,,,Tripura
North East,2013,May-2013,Reliance,72072.673258439,7.05371183972,,Tripura
North East,2013,May-2013,Sistema,0,,,Tripura
North East,2013,May-2013,Tata,0,,,Tripura
North East,2013,May-2013,Unitech,0,,,Tripura
North East,2013,May-2013,Videocon,0,,,Tripura
North East,2013,May-2013,Vodafone,83502.848890384,7.02642164826,,Tripura
Uttar Pradesh East,2013,May-2013,Aircel,4136099,70.82,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,BSNL,10437971,44.35,910836,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Bharti,15566540,99.85,50646,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Idea,7914162,104.15,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Loop,0,,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,MTNL,0,,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Quadrant (HFCL),0,,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Reliance,9960269,81.8,40426,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Sistema,0,,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Tata,4168917,61.21,13488,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Unitech,7621017,68.77,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Videocon,0,,,Uttar Pradesh
Uttar Pradesh East,2013,May-2013,Vodafone,15265665,102.9,480,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Aircel,126332.90357185,90.11525643741,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,BSNL,2900471.78743937,29.28942144011,382348.661866444,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Bharti,4000216.77688376,54.94258144344,14713.570155901,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Idea,6608295.6949374,58.97146247057,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Loop,0,,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,MTNL,0,,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Quadrant (HFCL),0,,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Reliance,4120869.98505859,50.82913619685,3407.938044238,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Sistema,270399.527994601,22.75381533613,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Tata,2298301.45723735,37.26261927491,4910.160999931,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Unitech,3136469.38289737,43.30292066491,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Videocon,0,,,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Vodafone,5828591.84643119,58.54864137327,144.96723336,Uttar Pradesh
Uttar Pradesh West,2013,May-2013,Aircel,82817.09642815,59.07474356259,,Uttarakhand
Uttar Pradesh West,2013,May-2013,BSNL,1901394.21256063,19.20057855989,250647.338133556,Uttarakhand
Uttar Pradesh West,2013,May-2013,Bharti,2622328.22311624,36.01741855656,9645.429844099,Uttarakhand
Uttar Pradesh West,2013,May-2013,Idea,4332045.3050626,38.65853752943,,Uttarakhand
Uttar Pradesh West,2013,May-2013,Loop,0,,,Uttarakhand
Uttar Pradesh West,2013,May-2013,MTNL,0,,,Uttarakhand
Uttar Pradesh West,2013,May-2013,Quadrant (HFCL),0,,,Uttarakhand
Uttar Pradesh West,2013,May-2013,Reliance,2701422.01494141,33.32086380315,2234.061955762,Uttarakhand
Uttar Pradesh West,2013,May-2013,Sistema,177259.472005399,14.91618466387,,Uttarakhand
Uttar Pradesh West,2013,May-2013,Tata,1506643.54276264,24.42738072509,3218.839000069,Uttarakhand
Uttar Pradesh West,2013,May-2013,Unitech,2056101.61710263,28.38707933509,,Uttarakhand
Uttar Pradesh West,2013,May-2013,Videocon,0,,,Uttarakhand
Uttar Pradesh West,2013,May-2013,Vodafone,3820913.1535688,38.38135862673,95.03276664,Uttarakhand
Kolkata,2013,May-2013,Aircel,1975048,86.26,,West Bengal
Kolkata,2013,May-2013,BSNL,2298610,33.23,913031,West Bengal
Kolkata,2013,May-2013,Bharti,3679354,91.24,94147,West Bengal
Kolkata,2013,May-2013,Idea,1404670,85.67,,West Bengal
Kolkata,2013,May-2013,Loop,0,,,West Bengal
Kolkata,2013,May-2013,MTNL,0,,,West Bengal
Kolkata,2013,May-2013,Quadrant (HFCL),0,,,West Bengal
Kolkata,2013,May-2013,Reliance,4269448,95.48,81154,West Bengal
Kolkata,2013,May-2013,Sistema,800554,54.11,,West Bengal
Kolkata,2013,May-2013,Tata,2900823,79.78,36280,West Bengal
Kolkata,2013,May-2013,Unitech,0,,,West Bengal
Kolkata,2013,May-2013,Videocon,0,,,West Bengal
Kolkata,2013,May-2013,Vodafone,4292276,93.08,1530,West Bengal
West Bengal,2013,May-2013,Aircel,3142143.78122226,65.95381425917,,West Bengal
West Bengal,2013,May-2013,BSNL,2980462.46217208,57.7726526584,530604.222872866,West Bengal
West Bengal,2013,May-2013,Bharti,9252724.60739545,96.50209361005,,West Bengal
West Bengal,2013,May-2013,Idea,2811791.04785332,89.69600028317,,West Bengal
West Bengal,2013,May-2013,Loop,0,,,West Bengal
West Bengal,2013,May-2013,MTNL,0,,,West Bengal
West Bengal,2013,May-2013,Quadrant (HFCL),0,,,West Bengal
West Bengal,2013,May-2013,Reliance,7252977.65554349,92.97044343898,2027.97838955,West Bengal
West Bengal,2013,May-2013,Sistema,1869953.36714751,61.12623643429,,West Bengal
West Bengal,2013,May-2013,Tata,1906145.36196784,58.74212525438,3740.383556531,West Bengal
West Bengal,2013,May-2013,Unitech,0,,,West Bengal
West Bengal,2013,May-2013,Videocon,0,,,West Bengal
West Bengal,2013,May-2013,Vodafone,11705637.6746297,97.22425176828,,West Bengal
West Bengal,2013,Apr-2013,Aircel,12568.37128735,0.2825465395,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,BSNL,14769.173718336,,2224.705455751,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,BSNL (Except CDMA),,0.2012886296,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Bharti,38439.788486721,0.40344346027,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Idea,11274.530873858,0.38463452275,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Loop,0,,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,MTNL,0,,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Quadrant (HFCL),0,,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Reliance,29066.717453125,0.38710938295,8.245409233,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Sistema,7467.64316748,0.26720240626,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Tata,8430.429781552,0.23894775231,15.888602484,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Unitech,0,,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Videocon,0,,,Andaman and Nicobar Islands
West Bengal,2013,Apr-2013,Vodafone,48309.324725971,0.40756822727,,Andaman and Nicobar Islands
Andhra Pradesh,2013,Apr-2013,Aircel,1093818.63702567,49.01,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,BSNL,5506987.84420614,,1068889.63701672,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,BSNL (Except CDMA),,70.7,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Bharti,10738728.5795432,96.9,73808.1279362094,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Idea,6596800.72562256,97.67,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Loop,0,,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,MTNL,0,,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Quadrant (HFCL),0,,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Reliance,4130346.09725057,82.07,52377.8629626091,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Sistema,0,,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Tata,3815723.71199772,72.67,97119.3513163163,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Unitech,2556843.20830098,56.29,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Videocon,0,,,Andhra Pradesh
Andhra Pradesh,2013,Apr-2013,Vodafone,3452674.12120196,90.14,3270.7223148352,Andhra Pradesh
North East,2013,Apr-2013,Aircel,71009.522292566,2.22407532109,,Arunachal Pradesh
North East,2013,Apr-2013,BSNL,53597.706087098,,5094.000107448,Arunachal Pradesh
North East,2013,Apr-2013,BSNL (Except CDMA),,1.48372457196,,Arunachal Pradesh
Assam,2013,Mar-2013,Loop,0,,,Assam
North East,2013,Apr-2013,Bharti,83924.637292232,2.91394073943,,Arunachal Pradesh
North East,2013,Apr-2013,Idea,9272.764652221,2.40878512416,,Arunachal Pradesh
North East,2013,Apr-2013,Loop,0,,,Arunachal Pradesh
North East,2013,Apr-2013,MTNL,0,,,Arunachal Pradesh
North East,2013,Apr-2013,Quadrant (HFCL),0,,,Arunachal Pradesh
North East,2013,Apr-2013,Reliance,26451.894875,2.68660559719,,Arunachal Pradesh
North East,2013,Apr-2013,Sistema,0,,,Arunachal Pradesh
North East,2013,Apr-2013,Tata,0,,0,Arunachal Pradesh
North East,2013,Apr-2013,Unitech,0,,,Arunachal Pradesh
North East,2013,Apr-2013,Videocon,0,,,Arunachal Pradesh
North East,2013,Apr-2013,Vodafone,30299.118927094,2.71199941627,,Arunachal Pradesh
Assam,2013,Apr-2013,Aircel,3533844,86.47,,Assam
Assam,2013,Apr-2013,BSNL,1228238,,193534,Assam
Assam,2013,Apr-2013,BSNL (Except CDMA),,69.84,,Assam
Assam,2013,Apr-2013,Bharti,4006221,97.67,,Assam
Assam,2013,Apr-2013,Idea,407580,88.31,,Assam
Assam,2013,Apr-2013,Loop,0,,,Assam
Assam,2013,Apr-2013,MTNL,0,,,Assam
Assam,2013,Apr-2013,Quadrant (HFCL),0,,,Assam
Assam,2013,Apr-2013,Reliance,2979000,74.56,,Assam
Assam,2013,Apr-2013,Sistema,0,,,Assam
Assam,2013,Apr-2013,Tata,0,,,Assam
Assam,2013,Apr-2013,Unitech,0,,,Assam
Assam,2013,Apr-2013,Videocon,0,,,Assam
Assam,2013,Apr-2013,Vodafone,2377776,96.1,630,Assam
North East,2013,Apr-2013,Aircel,1601394.69720602,50.15696924007,,Assam
North East,2013,Apr-2013,BSNL,1208726.37273425,,114879.026027304,Assam
North East,2013,Apr-2013,BSNL (Except CDMA),,33.46070477508,,Assam
North East,2013,Apr-2013,Bharti,1892654.17912534,65.71469709189,,Assam
North East,2013,Apr-2013,Idea,209117.814950583,54.32251337568,,Assam
North East,2013,Apr-2013,Loop,0,,,Assam
North East,2013,Apr-2013,MTNL,0,,,Assam
North East,2013,Apr-2013,Quadrant (HFCL),0,,,Assam
North East,2013,Apr-2013,Reliance,596538.644625,60.58787354037,,Assam
North East,2013,Apr-2013,Sistema,0,,,Assam
North East,2013,Apr-2013,Tata,0,,0,Assam
North East,2013,Apr-2013,Unitech,0,,,Assam
North East,2013,Apr-2013,Videocon,0,,,Assam
North East,2013,Apr-2013,Vodafone,683300.588616162,61.16055063921,,Assam
Bihar,2013,Apr-2013,Aircel,3572274.05874335,48.69804807846,,Bihar
Bihar,2013,Apr-2013,BSNL,2941423.61246689,,286505.963602974,Bihar
Bihar,2013,Apr-2013,BSNL (Except CDMA),,40.30706988936,,Bihar
Bihar,2013,Apr-2013,Bharti,14945841.7714966,75.37452443892,,Bihar
Bihar,2013,Apr-2013,Idea,4671726.84515893,77.69817993744,,Bihar
Bihar,2013,Apr-2013,Loop,0,,,Bihar
Bihar,2013,Apr-2013,MTNL,0,,,Bihar
Bihar,2013,Apr-2013,Quadrant (HFCL),0,,,Bihar
Bihar,2013,Apr-2013,Reliance,7280103.04124366,64.85732553222,3845.422040688,Bihar
Bihar,2013,Apr-2013,Sistema,0,,,Bihar
Bihar,2013,Apr-2013,Tata,2733563.51574977,45.89599291848,8143.425348408,Bihar
Bihar,2013,Apr-2013,Unitech,3394304.82849298,48.12093102654,,Bihar
Bihar,2013,Apr-2013,Videocon,14121.143023032,0.379682271,,Bihar
Bihar,2013,Apr-2013,Vodafone,5212824.1993937,73.49130037476,113.9046813,Bihar
Punjab,2013,Apr-2013,Aircel,34805.30265598,1.54442027235,,Chandigarh
Punjab,2013,Apr-2013,BSNL,160489.314867248,,35356.49151643,Chandigarh
Punjab,2013,Apr-2013,BSNL (Except CDMA),,1.97882258217,,Chandigarh
Punjab,2013,Apr-2013,Bharti,255400.252898026,3.44865954337,3860.468567227,Chandigarh
Punjab,2013,Apr-2013,HFCL,,2.29352777312,,Chandigarh
Punjab,2013,Apr-2013,Idea,211975.302399286,3.43956401762,,Chandigarh
Punjab,2013,Apr-2013,Loop,0,,,Chandigarh
Punjab,2013,Apr-2013,MTNL,0,,,Chandigarh
Punjab,2013,Apr-2013,Quadrant (HFCL),49138.323189654,,6928.825987938,Chandigarh
Punjab,2013,Apr-2013,Reliance,112504.777310033,3.42282825024,924.796676157,Chandigarh
Punjab,2013,Apr-2013,Sistema,0,,,Chandigarh
Punjab,2013,Apr-2013,Tata,87778.408648143,2.44196675336,607.981323233,Chandigarh
Punjab,2013,Apr-2013,Unitech,0,,,Chandigarh
Punjab,2013,Apr-2013,Videocon,0,,,Chandigarh
Punjab,2013,Apr-2013,Vodafone,163477.231458226,3.40354573565,2.18292618,Chandigarh
Madhya Pradesh,2013,Apr-2013,Aircel,12410.38777605,3.28643430225,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,BSNL,1364194.71552677,,216463.089996725,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,BSNL (Except CDMA),,13.7650336175,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Bharti,2633416.68389003,25.1205358305,63032.925208,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Idea,4103174.37537425,26.988833399,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Loop,0,,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,MTNL,0,,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Quadrant (HFCL),0,,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Reliance,3210347.2332514,21.763845213,6968.90605565,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Sistema,0,,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Tata,1006939.27081192,18.36812330925,4138.87759395,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Unitech,0,,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Videocon,189254.38035185,17.194582636,,Chhattisgarh
Madhya Pradesh,2013,Apr-2013,Vodafone,1108967.83369515,22.617329339,62.450058,Chhattisgarh
Gujarat,2013,Apr-2013,Aircel,201.477578349,0.81581156805,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,BSNL,24250.678937931,,8750.89557375,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,BSNL (Except CDMA),,0.34085547876,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Bharti,39790.439040186,0.53251628415,312.616064178,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Idea,47831.136428862,0.54659656665,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Loop,0,,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,MTNL,0,,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Quadrant (HFCL),0,,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Reliance,39708.0862839,0.50469364593,556.897701327,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Sistema,1165.239122796,0.22573508904,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Tata,14782.88859675,0.37194474252,396.236045889,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Unitech,28409.724047007,0.31663739286,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Videocon,3512.878416699,0.38557445598,,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Vodafone,91190.172379656,0.53003815443,2.36548746,Dadra and Nagar Haveli
Gujarat,2013,Apr-2013,Aircel,142.588101522,0.5773596429,,Daman and Diu
Gujarat,2013,Apr-2013,BSNL,17162.496684318,,6193.1138775,Daman and Diu
Gujarat,2013,Apr-2013,BSNL (Except CDMA),,0.24122751528,,Daman and Diu
Gujarat,2013,Apr-2013,Bharti,28160.171508708,0.3768681687,221.242142484,Daman and Diu
Gujarat,2013,Apr-2013,Idea,33850.669602636,0.3868329537,,Daman and Diu
Gujarat,2013,Apr-2013,Loop,0,,,Daman and Diu
Gujarat,2013,Apr-2013,MTNL,0,,,Daman and Diu
Gujarat,2013,Apr-2013,Quadrant (HFCL),0,,,Daman and Diu
Gujarat,2013,Apr-2013,Reliance,28101.8894742,0.35717775354,394.123190406,Daman and Diu
Gujarat,2013,Apr-2013,Sistema,824.653719288,0.15975543312,,Daman and Diu
Gujarat,2013,Apr-2013,Tata,10462.0277715,0.26322976056,280.421007642,Daman and Diu
Gujarat,2013,Apr-2013,Unitech,20105.902849446,0.22408808508,,Daman and Diu
Gujarat,2013,Apr-2013,Videocon,2486.106237822,0.27287567244,,Daman and Diu
Gujarat,2013,Apr-2013,Vodafone,64536.379996368,0.37511436654,1.67408388,Daman and Diu
Delhi,2013,Apr-2013,Aircel,2852613,62.98,,Delhi
Delhi,2013,Apr-2013,BSNL,0,,0,Delhi
Delhi,2013,Apr-2013,Bharti,9305131,79.49,1084426,Delhi
Delhi,2013,Apr-2013,Idea,4929399,95.17,,Delhi
Delhi,2013,Apr-2013,Loop,0,,,Delhi
Delhi,2013,Apr-2013,MTNL,2596793,48.28,1596176,Delhi
Delhi,2013,Apr-2013,Quadrant (HFCL),0,,,Delhi
Delhi,2013,Apr-2013,Reliance,7774299,95.16,183168,Delhi
Delhi,2013,Apr-2013,Sistema,903034,43.33,,Delhi
Delhi,2013,Apr-2013,Tata,3345656,62.09,90775,Delhi
Delhi,2013,Apr-2013,Unitech,0,,,Delhi
Delhi,2013,Apr-2013,Videocon,0,,,Delhi
Delhi,2013,Apr-2013,Vodafone,8537262,94.14,11370,Delhi
Gujarat,2013,Apr-2013,Aircel,35428.934284356,143.4568286442,,Gujarat
Gujarat,2013,Apr-2013,BSNL,4264373.82007196,,1538805.988995,Gujarat
Gujarat,2013,Apr-2013,BSNL (Except CDMA),,59.93791694544,,Gujarat
Gujarat,2013,Apr-2013,Bharti,6996971.38238618,93.6406154526,54972.141737832,Gujarat
Gujarat,2013,Apr-2013,Idea,8410892.18547593,96.1165703826,,Gujarat
Gujarat,2013,Apr-2013,Loop,0,,,Gujarat
Gujarat,2013,Apr-2013,MTNL,0,,,Gujarat
Gujarat,2013,Apr-2013,Quadrant (HFCL),0,,,Gujarat
Gujarat,2013,Apr-2013,Reliance,6982490.0171916,88.74812851092,97927.979009388,Gujarat
Gujarat,2013,Apr-2013,Sistema,204902.106951024,39.69450943776,,Gujarat
Gujarat,2013,Apr-2013,Tata,2599505.081007,65.40482543088,69676.342876116,Gujarat
Gujarat,2013,Apr-2013,Unitech,4995723.36805931,55.67927446584,,Gujarat
Gujarat,2013,Apr-2013,Videocon,617724.014721756,67.80154980312,,Gujarat
Gujarat,2013,Apr-2013,Vodafone,16035385.4314329,93.20484738492,415.96042824,Gujarat
Haryana,2013,Apr-2013,Aircel,11092,30.17,,Haryana
Haryana,2013,Apr-2013,BSNL,3096156,,499017,Haryana
Haryana,2013,Apr-2013,BSNL (Except CDMA),,50.99,,Haryana
Haryana,2013,Apr-2013,Bharti,2322837,99.13,23969,Haryana
Haryana,2013,Apr-2013,Idea,3819699,96.72,,Haryana
Haryana,2013,Apr-2013,Loop,0,,,Haryana
Haryana,2013,Apr-2013,MTNL,0,,,Haryana
Haryana,2013,Apr-2013,Quadrant (HFCL),0,,,Haryana
Haryana,2013,Apr-2013,Reliance,2310300,93.35,5136,Haryana
Haryana,2013,Apr-2013,Sistema,0,,,Haryana
Haryana,2013,Apr-2013,Tata,2657678,62.57,25445,Haryana
Haryana,2013,Apr-2013,Unitech,0,,,Haryana
Haryana,2013,Apr-2013,Videocon,752099,65.9,,Haryana
Haryana,2013,Apr-2013,Vodafone,4658849,95.81,30,Haryana
Punjab,2013,Apr-2013,Aircel,6969.7990463,0.30927180975,,Haryana
Punjab,2013,Apr-2013,BSNL,32138.15678488,,7080.17520455,Haryana
Punjab,2013,Apr-2013,BSNL (Except CDMA),,0.39626133645,,Haryana
Punjab,2013,Apr-2013,Bharti,51144.17353781,0.69059775845,773.062955495,Haryana
Punjab,2013,Apr-2013,HFCL,,0.4592813872,,Haryana
Punjab,2013,Apr-2013,Idea,42448.28080091,0.6887763697,,Haryana
Punjab,2013,Apr-2013,Loop,0,,,Haryana
Punjab,2013,Apr-2013,MTNL,0,,,Haryana
Punjab,2013,Apr-2013,Quadrant (HFCL),9840.00172299,,1387.50480753,Haryana
Punjab,2013,Apr-2013,Reliance,22529.201867605,0.6854250144,185.191522545,Haryana
Punjab,2013,Apr-2013,Sistema,0,,,Haryana
Punjab,2013,Apr-2013,Tata,17577.720122955,0.4890064516,121.748909605,Haryana
Punjab,2013,Apr-2013,Unitech,0,,,Haryana
Punjab,2013,Apr-2013,Videocon,0,,,Haryana
Punjab,2013,Apr-2013,Vodafone,32736.49027481,0.68156367025,0.4371333,Haryana
Himachal Pradesh,2013,Apr-2013,Aircel,654841,62.8,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,BSNL,1584670,,268401,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,BSNL (Except CDMA),,68.89,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Bharti,1993687,96.83,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Idea,478994,106.69,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Loop,0,,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,MTNL,0,,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Quadrant (HFCL),0,,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Reliance,1561836,81.44,4485,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Sistema,0,,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Tata,173459,61.48,2298,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Unitech,0,,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Videocon,0,,,Himachal Pradesh
Himachal Pradesh,2013,Apr-2013,Vodafone,510330,100.28,,Himachal Pradesh
Jammu and Kashmir,2013,Apr-2013,Aircel,1811611.03235124,89.5294873692,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,BSNL,1148147.93906292,,191231.9723382,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,BSNL (Except CDMA),,67.1886866316,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Bharti,2364657.3589818,94.3126097688,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Idea,228543.261486,84.3355446408,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Loop,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,MTNL,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Quadrant (HFCL),0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Reliance,615837.27945672,63.530429418,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Sistema,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Tata,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Unitech,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Videocon,0,,,Jammu and Kashmir
Jammu and Kashmir,2013,Apr-2013,Vodafone,616928.88775896,91.6422776316,,Jammu and Kashmir
Bihar,2013,Apr-2013,Aircel,1132019.94125665,15.43195192154,,Jharkhand
Bihar,2013,Apr-2013,BSNL,932109.387533114,,90791.036397026,Jharkhand
Bihar,2013,Apr-2013,BSNL (Except CDMA),,12.77293011064,,Jharkhand
